# zs        u          g          r          i          z          u-g                     g-r                  r-i                  i-z                     eu          eg           er           ei           ez           eu-g                  eg-r                  er-i                   ei-z                  
5.772000000000000464e-01 2.357094000000000023e+01 2.180983000000000160e+01 2.018476000000000070e+01 1.910762000000000072e+01 1.864322999999999908e+01 1.761109999999998621e+00 1.625070000000000903e+00 1.077139999999999986e+00 4.643900000000016348e-01 1.351890000000000036e+00 1.243974999999999942e-01 4.314439999999999942e-02 2.748509000000000022e-02 5.830918000000000212e-02 1.357601307492833254e+00 1.316669178556633402e-01 5.115534599304456115e-02 6.446231957182815830e-02
5.036000000000000476e-01 2.264056000000000068e+01 2.162557999999999936e+01 2.043598000000000070e+01 1.951741000000000170e+01 1.910705000000000098e+01 1.014980000000001326e+00 1.189599999999998658e+00 9.185699999999989984e-01 4.103600000000007242e-01 1.019714000000000009e+00 1.269411000000000012e-01 6.373966000000000354e-02 4.014745000000000119e-02 1.209625000000000006e-01 1.027584879542906560e+00 1.420450179560184267e-01 7.532968869189690664e-02 1.274509480064879852e-01
5.626999999999999780e-01 2.564321999999999946e+01 2.219320000000000093e+01 2.070393999999999934e+01 1.954773000000000138e+01 1.918639999999999901e+01 3.450019999999998532e+00 1.489260000000001583e+00 1.156209999999997962e+00 3.613300000000023715e-01 9.927930000000000366e-01 1.688158999999999910e-01 6.454608000000000567e-02 3.310836999999999808e-02 8.942508999999999875e-02 1.007043568542002054e+00 1.807346246190153771e-01 7.254212987928670975e-02 9.535728019173470016e-02
5.007000000000000339e-01 2.357449000000000083e+01 2.229655999999999949e+01 2.074412999999999840e+01 1.980158000000000129e+01 1.950541000000000125e+01 1.277930000000001343e+00 1.552430000000001087e+00 9.425499999999971124e-01 2.961700000000000443e-01 1.265630000000000033e+00 1.492889000000000022e-01 5.329634999999999928e-02 3.086136999999999908e-02 8.421314000000000577e-02 1.274404359912194362e+00 1.585171176451694863e-01 6.158672812870805147e-02 8.968989411821434721e-02
5.258000000000000451e-01 2.459394999999999953e+01 2.234000999999999948e+01 2.058860999999999919e+01 1.959118000000000137e+01 1.924667000000000172e+01 2.253940000000000055e+00 1.751400000000000290e+00 9.974299999999978183e-01 3.445099999999996498e-01 1.734915999999999903e+00 1.847840000000000038e-01 5.689219999999999694e-02 3.348972000000000060e-02 1.034454999999999958e-01 1.744728819533855058e+00 1.933438622683430475e-01 6.601729899441811933e-02 1.087314711384353427e-01
5.499000000000000554e-01 2.509112999999999971e+01 2.193708000000000169e+01 2.034326000000000079e+01 1.935931000000000068e+01 1.892738999999999905e+01 3.154049999999998022e+00 1.593820000000000903e+00 9.839500000000001023e-01 4.319200000000016360e-01 1.592351000000000072e+00 1.296972999999999876e-01 4.776422000000000306e-02 2.965993000000000102e-02 8.974340999999999569e-02 1.597624203881591987e+00 1.382129166883413751e-01 5.622394649802964911e-02 9.451767605074194722e-02
4.979999999999999982e-01 2.513916000000000039e+01 2.164607000000000170e+01 2.011474000000000117e+01 1.926867999999999981e+01 1.893067999999999884e+01 3.493089999999998696e+00 1.531330000000000524e+00 8.460600000000013665e-01 3.380000000000009663e-01 1.019393999999999911e+00 8.004258999999999680e-02 3.079851999999999937e-02 2.135089999999999905e-02 6.086314999999999781e-02 1.022531634449471705e+00 8.576342488554489218e-02 3.747545550090618932e-02 6.449948805015819076e-02
5.863000000000000433e-01 2.368262000000000000e+01 2.176247000000000043e+01 2.045821000000000112e+01 1.964114999999999966e+01 1.913756000000000057e+01 1.920149999999999579e+00 1.304259999999999309e+00 8.170600000000014518e-01 5.035899999999990939e-01 1.443129000000000106e+00 1.497515000000000096e-01 5.460028000000000103e-02 4.043704000000000048e-02 9.404893000000000280e-02 1.450877948827278274e+00 1.593948001922534663e-01 6.794368830171056139e-02 1.023736071363439831e-01
4.419000000000000150e-01 2.365750999999999848e+01 2.223501999999999867e+01 2.051735000000000042e+01 1.972047999999999845e+01 1.926689999999999969e+01 1.422489999999999810e+00 1.717669999999998254e+00 7.968700000000019656e-01 4.535799999999987620e-01 1.467559000000000058e+00 1.515208999999999862e-01 4.814036000000000010e-02 3.252660000000000273e-02 8.664492000000000027e-02 1.475360295527099463e+00 1.589845193650614441e-01 5.809882932116274684e-02 9.254902414054078097e-02
5.313999999999999835e-01 2.407760999999999996e+01 2.246703000000000117e+01 2.084378999999999849e+01 1.989682000000000173e+01 1.943555999999999884e+01 1.610579999999998790e+00 1.623240000000002681e+00 9.469699999999967588e-01 4.612600000000028899e-01 1.324424999999999963e+00 1.758553999999999951e-01 6.000178999999999929e-02 3.692482999999999876e-02 8.767187999999999370e-02 1.336048914648771291e+00 1.858099472912149996e-01 7.045323181893786701e-02 9.513044524894907761e-02
5.316999999999999504e-01 2.340230000000000032e+01 2.179344000000000037e+01 2.035926999999999865e+01 1.962725000000000009e+01 1.932570000000000121e+01 1.608859999999999957e+00 1.434170000000001721e+00 7.320199999999985607e-01 3.015499999999988745e-01 1.499309000000000003e+00 1.489422999999999997e-01 5.838486999999999844e-02 5.003715000000000246e-02 1.394806000000000101e-01 1.506688848505320921e+00 1.599768788738138159e-01 7.689284378301664002e-02 1.481841899680343966e-01
6.551000000000000156e-01 2.318065999999999960e+01 2.188320999999999827e+01 2.012351999999999919e+01 1.885786999999999836e+01 1.857329999999999970e+01 1.297450000000001324e+00 1.759689999999999088e+00 1.265650000000000830e+00 2.845699999999986574e-01 1.995748999999999995e+00 3.034091999999999900e-01 7.456388999999999379e-02 3.799232000000000303e-02 1.054694000000000048e-01 2.018680562557048308e+00 3.124370598001653399e-01 8.368506480199737474e-02 1.121035713763946090e-01
5.603000000000000203e-01 2.239142999999999972e+01 2.261654000000000053e+01 2.073873000000000033e+01 1.980736999999999881e+01 1.984385999999999939e+01 -2.251100000000008095e-01 1.877810000000000201e+00 9.313600000000015200e-01 -3.649000000000057753e-02 7.717123999999999651e-01 2.875549000000000022e-01 7.767111000000000154e-02 4.656496999999999720e-02 1.971217000000000108e-01 8.235458996484470440e-01 2.978600709102213751e-01 9.055991254265322032e-02 2.025469354050830895e-01
5.269000000000000350e-01 2.463605000000000089e+01 2.187098999999999904e+01 2.011065999999999931e+01 1.930688999999999922e+01 1.909223000000000070e+01 2.765060000000001850e+00 1.760329999999999728e+00 8.037700000000000955e-01 2.146599999999985187e-01 1.573403000000000107e+00 1.098582000000000031e-01 3.465660000000000268e-02 2.558718999999999924e-02 8.275551000000000434e-02 1.577233598588440033e+00 1.151950694726124186e-01 4.307881400011031453e-02 8.662089082580598509e-02
5.208000000000000407e-01 2.364658999999999978e+01 2.223480999999999952e+01 2.051438999999999879e+01 1.950000999999999962e+01 1.902696999999999861e+01 1.411780000000000257e+00 1.720420000000000726e+00 1.014379999999999171e+00 4.730400000000010152e-01 1.517217000000000038e+00 2.437361999999999862e-01 6.078175999999999718e-02 3.835373000000000254e-02 9.147932000000000285e-02 1.536670023225363835e+00 2.512006320436666051e-01 7.187093260568211406e-02 9.919412579671893493e-02
5.042999999999999705e-01 2.519272000000000133e+01 2.208054999999999879e+01 2.034057999999999922e+01 1.955999999999999872e+01 1.920038999999999874e+01 3.112170000000002545e+00 1.739969999999999573e+00 7.805800000000004957e-01 3.596099999999999852e-01 1.374970000000000026e+00 1.424970999999999877e-01 4.682308000000000303e-02 3.612429000000000334e-02 1.091460000000000069e-01 1.382334230354008930e+00 1.499927475883297556e-01 5.913852508044566136e-02 1.149687507282048382e-01
5.874000000000000332e-01 2.424718999999999980e+01 2.179976999999999876e+01 2.049305999999999983e+01 1.954364999999999952e+01 1.943664000000000058e+01 2.447420000000001039e+00 1.306709999999998928e+00 9.494100000000003092e-01 1.070099999999989393e-01 2.230421000000000209e+00 1.313323000000000129e-01 5.918807999999999708e-02 3.512330999999999787e-02 1.270323999999999898e-01 2.234284227725803706e+00 1.440534686752679427e-01 6.882496436208666857e-02 1.317986250122363812e-01
4.376999999999999780e-01 2.498714999999999975e+01 2.179429999999999978e+01 2.025162999999999869e+01 1.950637000000000043e+01 1.923067999999999955e+01 3.192849999999999966e+00 1.542670000000001096e+00 7.452599999999982572e-01 2.756900000000008788e-01 1.491568000000000005e+00 1.566829999999999889e-01 4.660422000000000176e-02 3.511941999999999842e-02 9.023172000000000137e-02 1.499774870143182559e+00 1.634671704373951706e-01 5.835517957255208221e-02 9.682529088670377426e-02
5.016000000000000458e-01 2.467029000000000138e+01 2.203418999999999883e+01 2.064950999999999937e+01 1.959902999999999906e+01 1.930726999999999904e+01 2.636100000000002552e+00 1.384679999999999467e+00 1.050480000000000302e+00 2.917600000000000193e-01 2.016052999999999873e+00 1.809208999999999956e-01 7.525540000000000007e-02 4.185350999999999655e-02 1.167697000000000040e-01 2.024154655866445829e+00 1.959483281020024392e-01 8.611092572072430451e-02 1.240438597327981479e-01
5.187000000000000499e-01 2.427357999999999905e+01 2.255343999999999838e+01 2.072147000000000006e+01 1.970398000000000138e+01 1.925246999999999886e+01 1.720140000000000668e+00 1.831969999999998322e+00 1.017489999999998673e+00 4.515100000000025204e-01 1.697333999999999898e+00 2.895168000000000186e-01 6.608187999999999562e-02 3.889903000000000111e-02 8.658947000000000171e-02 1.721848624310000186e+00 2.969626110246446626e-01 7.668082810765217139e-02 9.492560692364206132e-02
5.219000000000000306e-01 2.296756999999999849e+01 2.169603000000000037e+01 2.009366999999999948e+01 1.910339000000000098e+01 1.869592000000000098e+01 1.271539999999998116e+00 1.602360000000000895e+00 9.902799999999984948e-01 4.074699999999999989e-01 1.017147000000000023e+00 1.567126000000000074e-01 4.445282999999999873e-02 2.874693999999999861e-02 7.034311000000000036e-02 1.029148608611875959e+00 1.628953439904557154e-01 5.293808321400104988e-02 7.599039204949334381e-02
5.333999999999999853e-01 2.382808999999999955e+01 2.292005999999999943e+01 2.105743000000000009e+01 2.010353999999999886e+01 1.971464999999999890e+01 9.080300000000001148e-01 1.862629999999999342e+00 9.538900000000012369e-01 3.888899999999999579e-01 1.210496000000000016e+00 2.588632000000000155e-01 7.335015000000000285e-02 4.835829999999999990e-02 1.044112999999999986e-01 1.237865389422549534e+00 2.690546428130585199e-01 8.785652897714830989e-02 1.150662624168352910e-01
6.348000000000000309e-01 2.267343999999999937e+01 2.327336000000000027e+01 2.132327000000000083e+01 2.025457000000000107e+01 2.001880999999999844e+01 -5.999200000000008970e-01 1.950089999999999435e+00 1.068699999999999761e+00 2.357600000000026341e-01 6.568298000000000192e-01 4.830519999999999814e-01 1.014667000000000069e-01 5.726292000000000187e-02 1.537338000000000038e-01 8.153309885390349621e-01 4.935936850415430510e-01 1.165097987974247629e-01 1.640521967831165551e-01
4.215999999999999748e-01 2.282293999999999912e+01 2.126841999999999899e+01 1.965305999999999997e+01 1.889804000000000173e+01 1.836907000000000068e+01 1.554520000000000124e+00 1.615359999999999019e+00 7.550199999999982481e-01 5.289700000000010505e-01 1.101321999999999912e+00 9.018890000000000240e-02 3.153479000000000004e-02 2.117114999999999969e-02 4.713378000000000012e-02 1.105008681127533032e+00 9.554308276141240674e-02 3.798237186730971104e-02 5.167021201244388628e-02
5.473999999999999977e-01 2.584939999999999927e+01 2.145035999999999987e+01 2.033069000000000059e+01 1.932284999999999897e+01 1.866130000000000067e+01 4.399039999999999395e+00 1.119669999999999277e+00 1.007840000000001623e+00 6.615499999999983061e-01 1.214585000000000026e+00 1.746127000000000096e-01 7.497497000000000189e-02 4.773436000000000345e-02 9.584760999999999975e-02 1.227072254281014185e+00 1.900285271420870392e-01 8.888090487337817203e-02 1.070762974113398242e-01
4.838999999999999968e-01 2.568647999999999954e+01 2.173724999999999952e+01 2.001166999999999874e+01 1.922864999999999824e+01 1.884131999999999962e+01 3.949230000000000018e+00 1.725580000000000780e+00 7.830200000000004934e-01 3.873299999999986198e-01 8.583188999999999957e-01 1.314191000000000109e-01 3.547888999999999904e-02 2.704132999999999884e-02 5.821207999999999938e-02 8.683215498546722477e-01 1.361239563061627522e-01 4.460924975608757809e-02 6.418628970500865616e-02
5.080999999999999961e-01 2.603155999999999892e+01 2.240380000000000038e+01 2.067012000000000072e+01 1.971565999999999974e+01 1.928669999999999973e+01 3.627759999999998541e+00 1.733679999999999666e+00 9.544600000000009743e-01 4.289600000000000080e-01 6.981684999999999697e-01 1.976506000000000096e-01 6.335267999999999455e-02 3.798286000000000023e-02 1.087740999999999986e-01 7.256066524451177946e-01 2.075555871171441136e-01 7.386649928730885939e-02 1.152150271648173518e-01
6.350999999999999979e-01 2.487793999999999883e+01 2.250964000000000098e+01 2.075100000000000122e+01 1.951953999999999922e+01 1.915767999999999915e+01 2.368299999999997851e+00 1.758639999999999759e+00 1.231460000000001997e+00 3.618600000000000705e-01 1.442055000000000087e+00 2.637275000000000036e-01 6.591513999999999707e-02 3.198281000000000041e-02 7.704421999999999660e-02 1.465972311225983038e+00 2.718400263711538423e-01 7.326462868748943869e-02 8.341889456774466416e-02
5.182999999999999829e-01 2.355160000000000053e+01 2.295055999999999941e+01 2.042873000000000161e+01 1.949062999999999946e+01 1.904060000000000130e+01 6.010400000000011289e-01 2.521829999999997796e+00 9.381000000000021544e-01 4.500299999999981537e-01 1.526467999999999936e+00 4.638154999999999917e-01 5.899171999999999749e-02 3.677139000000000102e-02 8.229105000000000447e-02 1.595377501741907400e+00 4.675519661693322560e-01 6.951372635020007518e-02 9.013296862211186977e-02
5.755000000000000115e-01 2.637933999999999912e+01 2.243637999999999977e+01 2.087530999999999892e+01 1.988744000000000156e+01 1.962353999999999843e+01 3.942959999999999354e+00 1.561070000000000846e+00 9.878699999999973613e-01 2.639000000000031321e-01 6.786830000000000362e-01 2.350836000000000037e-01 8.372284000000000670e-02 4.835488000000000286e-02 1.519714000000000065e-01 7.182443271463826440e-01 2.495472158262351803e-01 9.668354750152685639e-02 1.594788413482315370e-01
5.002999999999999670e-01 2.323501999999999867e+01 2.215544999999999831e+01 2.062478000000000122e+01 1.977868000000000137e+01 1.938560000000000016e+01 1.079570000000000363e+00 1.530669999999997088e+00 8.460999999999998522e-01 3.930800000000012062e-01 7.738755000000000495e-01 1.201694999999999985e-01 4.514499000000000289e-02 3.510343999999999964e-02 7.974071000000000631e-02 7.831500483499315157e-01 1.283696960047428781e-01 5.718672592423612588e-02 8.712538281773975213e-02
5.279000000000000359e-01 2.239460000000000051e+01 2.212886999999999915e+01 2.071680999999999884e+01 1.979722999999999900e+01 1.932387999999999906e+01 2.657300000000013540e-01 1.412060000000000315e+00 9.195799999999998420e-01 4.733499999999999375e-01 4.050998000000000099e-01 1.419941000000000120e-01 4.584420000000000162e-02 3.204748000000000319e-02 7.508085000000000453e-02 4.292646880362395168e-01 1.492113102564614768e-01 5.593506635367835600e-02 8.163439845477457601e-02
3.998999999999999777e-01 2.481679000000000102e+01 2.141203000000000145e+01 1.977532000000000068e+01 1.899998000000000076e+01 1.867909999999999826e+01 3.404759999999999565e+00 1.636710000000000775e+00 7.753399999999999181e-01 3.208800000000024966e-01 2.035867999999999789e+00 9.530136999999999636e-02 3.423324999999999979e-02 2.702188999999999980e-02 7.481073000000000583e-02 2.038097363853816457e+00 1.012633523513783301e-01 4.361304787256446713e-02 7.954135944466249331e-02
5.238000000000000433e-01 2.549776999999999916e+01 2.232494000000000156e+01 2.062153999999999954e+01 1.976435999999999993e+01 1.939429000000000158e+01 3.172829999999997597e+00 1.703400000000002024e+00 8.571799999999996089e-01 3.700699999999983447e-01 1.384478000000000097e+00 2.040360999999999980e-01 6.723553999999999642e-02 3.901301000000000074e-02 1.039299999999999946e-01 1.399432050007148431e+00 2.148286478622010998e-01 7.773437327432246302e-02 1.110110798490857725e-01
